Entity,Code,Day,Daily doses administered (7-day rolling average)
Vermont,,2021-11-15,1992
Vermont,,2021-11-16,1959
Vermont,,2021-11-17,1925
Vermont,,2021-11-18,1892
Vermont,,2021-11-19,1858
Vermont,,2021-11-20,1825
Vermont,,2021-11-21,1791
Vermont,,2021-11-22,1758
Vermont,,2021-11-23,1640
Vermont,,2021-11-24,1523
Vermont,,2021-11-25,1405
Vermont,,2021-11-26,1288
Vermont,,2021-11-27,1170
Vermont,,2021-11-28,1053
Vermont,,2021-11-29,936
Vermont,,2021-11-30,1005
Vermont,,2021-12-01,1074
Vermont,,2021-12-02,1143
Vermont,,2021-12-03,1212
Vermont,,2021-12-04,1282
Vermont,,2021-12-05,1351
Vermont,,2021-12-06,1420
Vermont,,2021-12-07,1392
Vermont,,2021-12-08,1363
Vermont,,2021-12-09,1335
Vermont,,2021-12-10,1307
Vermont,,2021-12-11,1278
Vermont,,2021-12-12,1250
Vermont,,2021-12-13,1221
Vermont,,2021-12-14,1188
Vermont,,2021-12-15,1154
Vermont,,2021-12-16,1121
Vermont,,2021-12-17,1087
Vermont,,2021-12-18,1054
Vermont,,2021-12-19,1020
Vermont,,2021-12-20,987
Vermont,,2021-12-21,950
Vermont,,2021-12-22,912
Vermont,,2021-12-23,875
Vermont,,2021-12-24,837
Vermont,,2021-12-25,800
Vermont,,2021-12-26,763
Vermont,,2021-12-27,725
Vermont,,2021-12-28,707
Vermont,,2021-12-29,690
Vermont,,2021-12-30,672
Vermont,,2021-12-31,654
Vermont,,2022-01-01,636
Vermont,,2022-01-02,618
Vermont,,2022-01-03,600
Vermont,,2022-01-04,604
Vermont,,2022-01-05,607
Vermont,,2022-01-06,610
Vermont,,2022-01-07,613
Vermont,,2022-01-08,616
Vermont,,2022-01-09,619
Vermont,,2022-01-10,623
Vermont,,2022-01-11,623
Vermont,,2022-01-12,624
Vermont,,2022-01-13,624
Vermont,,2022-01-14,625
Vermont,,2022-01-15,625
Vermont,,2022-01-16,626
Vermont,,2022-01-17,626
Vermont,,2022-01-18,608
Vermont,,2022-01-19,589
Vermont,,2022-01-20,570
Vermont,,2022-01-21,551
Vermont,,2022-01-22,532
Vermont,,2022-01-23,514
Vermont,,2022-01-24,495
Vermont,,2022-01-25,483
Vermont,,2022-01-26,470
Vermont,,2022-01-27,458
Vermont,,2022-01-28,446
Vermont,,2022-01-29,434
Vermont,,2022-01-30,422
Vermont,,2022-01-31,410
Vermont,,2022-02-01,400
Vermont,,2022-02-02,391
Vermont,,2022-02-03,382
Vermont,,2022-02-04,373
Vermont,,2022-02-05,364
Vermont,,2022-02-06,355
Vermont,,2022-02-07,346
Vermont,,2022-02-08,331
Vermont,,2022-02-09,317
Vermont,,2022-02-10,302
Vermont,,2022-02-11,287
Vermont,,2022-02-12,273
Vermont,,2022-02-13,258
Vermont,,2022-02-14,243
Vermont,,2022-02-15,250
Vermont,,2022-02-16,257
Vermont,,2022-02-17,264
Vermont,,2022-02-18,271
Vermont,,2022-02-19,278
Vermont,,2022-02-20,285
Vermont,,2022-02-21,292
Vermont,,2022-02-22,286
Vermont,,2022-02-23,280
Vermont,,2022-02-24,274
Vermont,,2022-02-25,269
Vermont,,2022-02-26,263
Vermont,,2022-02-27,257
Vermont,,2022-02-28,251
Vermont,,2022-03-01,253
Vermont,,2022-03-02,254
Vermont,,2022-03-03,256
Vermont,,2022-03-04,257
Vermont,,2022-03-05,259
Vermont,,2022-03-06,260
Vermont,,2022-03-07,262
Vermont,,2022-03-08,259
Vermont,,2022-03-09,257
Vermont,,2022-03-10,254
Vermont,,2022-03-11,251
Vermont,,2022-03-12,249
Vermont,,2022-03-13,246
Vermont,,2022-03-14,243
Vermont,,2022-03-15,234
Vermont,,2022-03-16,225
Vermont,,2022-03-17,217
Vermont,,2022-03-18,208
Vermont,,2022-03-19,199
Vermont,,2022-03-20,190
Vermont,,2022-03-21,181
Vermont,,2022-03-22,187
Vermont,,2022-03-23,192
Vermont,,2022-03-24,198
Vermont,,2022-03-25,204
Vermont,,2022-03-26,210
Vermont,,2022-03-27,215
Vermont,,2022-03-28,221
Vermont,,2022-03-29,219
Vermont,,2022-03-30,218
Vermont,,2022-03-31,217
Vermont,,2022-04-01,215
Vermont,,2022-04-02,214
Vermont,,2022-04-03,213
Vermont,,2022-04-04,211
Vermont,,2022-04-05,208
Vermont,,2022-04-06,205
Vermont,,2022-04-07,202
Vermont,,2022-04-08,199
Vermont,,2022-04-09,196
Vermont,,2022-04-10,193
Vermont,,2022-04-11,190
Vermont,,2022-04-12,189
Vermont,,2022-04-13,187
Vermont,,2022-04-14,185
Vermont,,2022-04-15,183
Vermont,,2022-04-16,181
Vermont,,2022-04-17,179
Vermont,,2022-04-18,177
Vermont,,2022-04-19,181
Vermont,,2022-04-20,184
Vermont,,2022-04-21,187
Vermont,,2022-04-22,191
Vermont,,2022-04-23,194
Vermont,,2022-04-24,197
Vermont,,2022-04-25,200
Vermont,,2022-04-26,220
Vermont,,2022-04-27,239
Vermont,,2022-04-28,258
Vermont,,2022-04-29,277
Vermont,,2022-04-30,296
Vermont,,2022-05-01,316
Vermont,,2022-05-02,335
Vermont,,2022-05-03,345
Vermont,,2022-05-04,356
Vermont,,2022-05-05,366
Vermont,,2022-05-06,376
Vermont,,2022-05-07,387
Vermont,,2022-05-08,397
Vermont,,2022-05-09,408
Veterans Health,,2020-01-13,27623
Veterans Health,,2020-01-14,28972
Veterans Health,,2020-01-15,30339
Veterans Health,,2020-01-16,28907
Veterans Health,,2020-01-17,28047
Veterans Health,,2020-01-18,27474
Veterans Health,,2020-01-19,27065
Veterans Health,,2020-01-20,25456
Veterans Health,,2020-01-21,34652
Veterans Health,,2020-01-22,37413
Veterans Health,,2020-01-23,40173
Veterans Health,,2020-01-24,42465
Veterans Health,,2020-01-25,44454
Veterans Health,,2020-01-26,41020
Veterans Health,,2020-01-27,44791
Veterans Health,,2020-01-28,37870
Veterans Health,,2020-01-29,37405
Veterans Health,,2020-01-30,37816
Veterans Health,,2020-01-31,38290
Veterans Health,,2020-02-01,37224
Veterans Health,,2020-02-02,38574
Veterans Health,,2020-02-03,38266
Veterans Health,,2020-02-04,33404
Veterans Health,,2020-02-05,33788
Veterans Health,,2020-02-06,34643
Veterans Health,,2020-02-07,41146
Veterans Health,,2020-02-08,42230
Veterans Health,,2020-02-09,42169
Veterans Health,,2020-02-10,44123
Veterans Health,,2020-02-11,50169
Veterans Health,,2020-02-12,51618
Veterans Health,,2020-02-13,53122
Veterans Health,,2020-02-14,54361
Veterans Health,,2020-02-15,55401
Veterans Health,,2020-02-16,60593
Veterans Health,,2020-02-17,56780
Veterans Health,,2020-02-18,56617
Veterans Health,,2020-02-19,53673
Veterans Health,,2020-02-20,51472
Veterans Health,,2020-02-21,44351
Veterans Health,,2020-02-22,44339
Veterans Health,,2020-02-23,44301
Veterans Health,,2020-02-24,45065
Veterans Health,,2020-02-25,43416
Veterans Health,,2020-02-26,43288
Veterans Health,,2020-02-27,53655
Veterans Health,,2020-02-28,56055
Veterans Health,,2020-02-29,57043
Veterans Health,,2020-03-01,52829
Veterans Health,,2020-03-02,54920
Veterans Health,,2020-03-03,56918
Veterans Health,,2020-03-04,59672
Veterans Health,,2020-03-05,51260
Veterans Health,,2020-03-06,50649
Veterans Health,,2020-03-07,50283
Veterans Health,,2020-03-08,49448
Veterans Health,,2020-03-09,50738
Veterans Health,,2020-03-10,52614
Veterans Health,,2020-03-11,54509
Veterans Health,,2020-03-12,66893
Veterans Health,,2020-03-13,58255
Veterans Health,,2020-03-14,62537
Veterans Health,,2020-03-15,63135
Veterans Health,,2020-03-16,62248
Veterans Health,,2020-03-17,61099
Veterans Health,,2020-03-18,59407
Veterans Health,,2020-03-19,46529
Veterans Health,,2020-03-20,54959
Veterans Health,,2020-03-21,50964
Veterans Health,,2020-03-22,50224
Veterans Health,,2020-03-23,49577
Veterans Health,,2020-03-24,48983
Veterans Health,,2020-03-25,48636
Veterans Health,,2020-03-26,49218
Veterans Health,,2020-03-27,49722
Veterans Health,,2020-03-28,50217
Veterans Health,,2020-03-29,49863
Veterans Health,,2020-03-30,50269
Veterans Health,,2020-03-31,50144
Veterans Health,,2020-04-01,49611
Veterans Health,,2020-04-02,48792
Veterans Health,,2020-04-03,47560
Veterans Health,,2020-04-04,43503
Veterans Health,,2020-04-05,45905
Veterans Health,,2020-04-06,45247
Veterans Health,,2020-04-07,41271
Veterans Health,,2020-04-08,39061
Veterans Health,,2020-04-09,40040
Veterans Health,,2020-04-10,39387
Veterans Health,,2020-04-11,41914
Veterans Health,,2020-04-12,39228
Veterans Health,,2020-04-13,38647
Veterans Health,,2020-04-14,40234
Veterans Health,,2020-04-15,39943
Veterans Health,,2020-04-16,36394
Veterans Health,,2020-04-17,34792
Veterans Health,,2020-04-18,32237
Veterans Health,,2020-04-19,32049
Veterans Health,,2020-04-20,30362
Veterans Health,,2020-04-21,29417
Veterans Health,,2020-04-22,28341
Veterans Health,,2020-04-23,27257
Veterans Health,,2020-04-24,26053
Veterans Health,,2020-04-25,24415
Veterans Health,,2020-04-26,24059
Veterans Health,,2020-04-27,23342
Veterans Health,,2020-04-28,22416
Veterans Health,,2020-04-29,21432
Veterans Health,,2020-04-30,20487
Veterans Health,,2020-05-01,19443
Veterans Health,,2020-05-02,18452
Veterans Health,,2020-05-03,18314
Veterans Health,,2020-05-04,17401
Veterans Health,,2020-05-05,16501
Veterans Health,,2020-05-06,15797
Veterans Health,,2020-05-07,14916
Veterans Health,,2020-05-08,14063
Veterans Health,,2020-05-09,13771
Veterans Health,,2020-05-10,13793
Veterans Health,,2020-05-11,13423
Veterans Health,,2020-05-12,12815
Veterans Health,,2020-05-13,12128
Veterans Health,,2020-05-14,11647
Veterans Health,,2020-05-15,11022
Veterans Health,,2020-05-16,11035
Veterans Health,,2020-05-17,11130
Veterans Health,,2020-05-18,10607
Veterans Health,,2020-05-19,10218
Veterans Health,,2020-05-20,9981
Veterans Health,,2020-05-21,9574
Veterans Health,,2020-05-22,9349
Veterans Health,,2020-05-23,8881
Veterans Health,,2020-05-24,8781
Veterans Health,,2020-05-25,8497
Veterans Health,,2020-05-26,8042
Veterans Health,,2020-05-27,7609
Veterans Health,,2020-05-28,7166
Veterans Health,,2020-05-29,6593
Veterans Health,,2020-05-30,6133
Veterans Health,,2020-05-31,6138
Veterans Health,,2020-06-01,4920
Veterans Health,,2020-06-02,4700
Veterans Health,,2020-06-03,4430
Veterans Health,,2020-06-04,4028
Veterans Health,,2020-06-05,3915
Veterans Health,,2020-06-06,3966
Veterans Health,,2020-06-07,3938
Veterans Health,,2020-06-08,4636
Veterans Health,,2020-06-09,4322
Veterans Health,,2020-06-10,3359
Veterans Health,,2020-06-11,3264
Veterans Health,,2020-06-12,3152
Veterans Health,,2020-06-13,3759
Veterans Health,,2020-06-14,3830
Veterans Health,,2020-06-15,3721
Veterans Health,,2020-06-16,3563
Veterans Health,,2020-06-17,4228
Veterans Health,,2020-06-18,4154
Veterans Health,,2020-06-19,3966
Veterans Health,,2020-06-20,3305
Veterans Health,,2020-06-21,3230
Veterans Health,,2020-06-22,3044
Veterans Health,,2020-06-23,2944
Veterans Health,,2020-06-24,2832
Veterans Health,,2020-06-25,2691
Veterans Health,,2020-06-26,2615
Veterans Health,,2020-06-27,2612
Veterans Health,,2020-06-28,2613
Veterans Health,,2020-06-29,2581
Veterans Health,,2020-06-30,2502
Veterans Health,,2020-07-01,2443
Veterans Health,,2020-07-02,2363
Veterans Health,,2020-07-03,2296
Veterans Health,,2020-07-04,2276
Veterans Health,,2020-07-05,2283
Veterans Health,,2020-07-06,1909
Veterans Health,,2020-07-07,1929
Veterans Health,,2020-07-08,1871
Veterans Health,,2020-07-09,1861
Veterans Health,,2020-07-10,1886
Veterans Health,,2020-07-11,1893
Veterans Health,,2020-07-12,1890
Veterans Health,,2020-07-13,2274
Veterans Health,,2020-07-14,2215
Veterans Health,,2020-07-15,2206
Veterans Health,,2020-07-16,2179
Veterans Health,,2020-07-17,2148
Veterans Health,,2020-07-18,2205
Veterans Health,,2020-07-19,2242
Veterans Health,,2020-07-20,2294
Veterans Health,,2020-07-21,2345
Veterans Health,,2020-07-22,2439
Veterans Health,,2020-07-23,2493
Veterans Health,,2020-07-24,2605
Veterans Health,,2020-07-25,2541
Veterans Health,,2020-07-26,2506
Veterans Health,,2020-07-27,2529
Veterans Health,,2020-07-28,2643
Veterans Health,,2020-07-29,2774
Veterans Health,,2020-07-30,2957
Veterans Health,,2020-07-31,3072
Veterans Health,,2020-08-01,3101
Veterans Health,,2020-08-02,3104
Veterans Health,,2020-08-03,3178
Veterans Health,,2020-08-04,3178
Veterans Health,,2020-08-05,3169
Veterans Health,,2020-08-06,3189
Veterans Health,,2020-08-07,2630
Veterans Health,,2020-08-08,2619
Veterans Health,,2020-08-09,2612
Veterans Health,,2020-08-10,2639
Veterans Health,,2020-08-11,2637
Veterans Health,,2020-08-12,2625
Veterans Health,,2020-08-13,2613
Veterans Health,,2020-08-14,2634
Veterans Health,,2020-08-15,3171
Veterans Health,,2020-08-16,3174
Veterans Health,,2020-08-17,3209
Veterans Health,,2020-08-18,3027
Veterans Health,,2020-08-19,3351
Veterans Health,,2020-08-20,3471
Veterans Health,,2020-08-21,4100
Veterans Health,,2020-08-22,3546
Veterans Health,,2020-08-23,3547
Veterans Health,,2020-08-24,3683
Veterans Health,,2020-08-25,4080
Veterans Health,,2020-08-26,4049
Veterans Health,,2020-08-27,4264
Veterans Health,,2020-08-28,4519
Veterans Health,,2020-08-29,4610
Veterans Health,,2020-08-30,4605
Veterans Health,,2020-08-31,4791
Veterans Health,,2020-09-01,4956
Veterans Health,,2020-09-02,5116
Veterans Health,,2020-09-03,5206
Veterans Health,,2020-09-04,4545
Veterans Health,,2020-09-05,4772
Veterans Health,,2020-09-06,5097
Veterans Health,,2020-09-07,4177
Veterans Health,,2020-09-08,4273
Veterans Health,,2020-09-09,4210
Veterans Health,,2020-09-10,4202
Veterans Health,,2020-09-11,4900
Veterans Health,,2020-09-12,4729
Veterans Health,,2020-09-13,4404
Veterans Health,,2020-09-14,5250
Veterans Health,,2020-09-15,5092
Veterans Health,,2020-09-16,5020
Veterans Health,,2020-09-17,4865
Veterans Health,,2020-09-18,4685
Veterans Health,,2020-09-19,4691
Veterans Health,,2020-09-20,4694
Veterans Health,,2020-09-21,4577
Veterans Health,,2020-09-22,4422
Veterans Health,,2020-09-23,4259
Veterans Health,,2020-09-24,4089
Veterans Health,,2020-09-25,4009
Veterans Health,,2020-09-26,3938
Veterans Health,,2020-09-27,3937
Veterans Health,,2020-09-28,4232
Veterans Health,,2020-09-29,5010
Veterans Health,,2020-09-30,6151
Veterans Health,,2020-10-01,7565
Veterans Health,,2020-10-02,8882
Veterans Health,,2020-10-03,9387
Veterans Health,,2020-10-04,9396
Veterans Health,,2020-10-05,10390
Veterans Health,,2020-10-06,11006
Veterans Health,,2020-10-07,11396
Veterans Health,,2020-10-08,11677
Veterans Health,,2020-10-09,10466
Veterans Health,,2020-10-10,10739
Veterans Health,,2020-10-11,11596
Veterans Health,,2020-10-12,9610
Veterans Health,,2020-10-13,9667
Veterans Health,,2020-10-14,9375
Veterans Health,,2020-10-15,9019
Veterans Health,,2020-10-16,10158
Veterans Health,,2020-10-17,10064
Veterans Health,,2020-10-18,9274
Veterans Health,,2020-10-19,11051
Veterans Health,,2020-10-20,10718
Veterans Health,,2020-10-21,10529
Veterans Health,,2020-10-22,10320
Veterans Health,,2020-10-23,10082
Veterans Health,,2020-10-24,10256
Veterans Health,,2020-10-25,10178
Veterans Health,,2020-10-26,10239
Veterans Health,,2020-10-27,10761
Veterans Health,,2020-10-28,11755
Veterans Health,,2020-10-29,12901
Veterans Health,,2020-10-30,14289
Veterans Health,,2020-10-31,14722
Veterans Health,,2020-11-01,14823
Veterans Health,,2020-11-02,15867
Veterans Health,,2020-11-03,16917
Veterans Health,,2020-11-04,17812
Veterans Health,,2020-11-05,18585
Veterans Health,,2020-11-06,19150
Veterans Health,,2020-11-07,19698
Veterans Health,,2020-11-08,19662
Veterans Health,,2020-11-09,19926
Veterans Health,,2020-11-10,20333
Veterans Health,,2020-11-11,20485
Veterans Health,,2020-11-12,16847
Veterans Health,,2020-11-13,16416
Veterans Health,,2020-11-14,15836
Veterans Health,,2020-11-15,15888
Veterans Health,,2020-11-16,15730
Veterans Health,,2020-11-17,15497
Veterans Health,,2020-11-18,15383
Veterans Health,,2020-11-19,19020
Veterans Health,,2020-11-20,19458
Veterans Health,,2020-11-21,20027
Veterans Health,,2020-11-22,19989
Veterans Health,,2020-11-23,20023
Veterans Health,,2020-11-24,17898
Veterans Health,,2020-11-25,15655
Veterans Health,,2020-11-26,13365
Veterans Health,,2020-11-27,11156
Veterans Health,,2020-11-28,10760
Veterans Health,,2020-11-29,10682
Veterans Health,,2020-11-30,10550
Veterans Health,,2020-12-01,12831
Veterans Health,,2020-12-02,15073
Veterans Health,,2020-12-03,17369
Veterans Health,,2020-12-04,19462
Veterans Health,,2020-12-05,19318
Veterans Health,,2020-12-06,19341
Veterans Health,,2020-12-07,19171
Veterans Health,,2020-12-08,18495
Veterans Health,,2020-12-09,17830
Veterans Health,,2020-12-10,17181
Veterans Health,,2020-12-11,16450
Veterans Health,,2020-12-12,15907
Veterans Health,,2020-12-13,15905
Veterans Health,,2020-12-14,15426
Veterans Health,,2020-12-15,14916
Veterans Health,,2020-12-16,14558
Veterans Health,,2020-12-17,14143
Veterans Health,,2020-12-18,13909
Veterans Health,,2020-12-19,13835
Veterans Health,,2020-12-20,13825
Veterans Health,,2020-12-21,13916
Veterans Health,,2020-12-22,14008
Veterans Health,,2020-12-23,12414
Veterans Health,,2020-12-24,10807
Veterans Health,,2020-12-25,9304
Veterans Health,,2020-12-26,9689
Veterans Health,,2020-12-27,9677
Veterans Health,,2020-12-28,8915
Veterans Health,,2020-12-29,8057
Veterans Health,,2020-12-30,7628
Veterans Health,,2020-12-31,7199
Veterans Health,,2021-01-01,6770
Veterans Health,,2021-01-02,6342
Veterans Health,,2021-01-03,7061
Veterans Health,,2021-01-04,6866
Veterans Health,,2021-01-05,6661
Veterans Health,,2021-01-06,7680
Veterans Health,,2021-01-07,8639
Veterans Health,,2021-01-08,9556
Veterans Health,,2021-01-09,9001
Veterans Health,,2021-01-10,8283
Veterans Health,,2021-01-11,8083
Veterans Health,,2021-01-12,7795
Veterans Health,,2021-01-13,7550
Veterans Health,,2021-01-14,7371
Veterans Health,,2021-01-15,6213
Veterans Health,,2021-01-16,6527
Veterans Health,,2021-01-17,7005
Veterans Health,,2021-01-18,5794
Veterans Health,,2021-01-19,5589
Veterans Health,,2021-01-20,5229
Veterans Health,,2021-01-21,4791
Veterans Health,,2021-01-22,5245
Veterans Health,,2021-01-23,4791
Veterans Health,,2021-01-24,4317
Veterans Health,,2021-01-25,5152
Veterans Health,,2021-01-26,4924
Veterans Health,,2021-01-27,4695
Veterans Health,,2021-01-28,4534
Veterans Health,,2021-01-29,4429
Veterans Health,,2021-01-30,4421
Veterans Health,,2021-01-31,4418
Veterans Health,,2021-02-01,4226
Veterans Health,,2021-02-02,4103
Veterans Health,,2021-02-03,3849
Veterans Health,,2021-02-04,3507
Veterans Health,,2021-02-05,3177
Veterans Health,,2021-02-06,3175
Veterans Health,,2021-02-07,3176
Veterans Health,,2021-02-08,3069
Veterans Health,,2021-02-09,2927
Veterans Health,,2021-02-10,2934
Veterans Health,,2021-02-11,3014
Veterans Health,,2021-02-12,3064
Veterans Health,,2021-02-13,3053
Veterans Health,,2021-02-14,3055
Veterans Health,,2021-02-15,2916
Veterans Health,,2021-02-16,2783
Veterans Health,,2021-02-17,2684
Veterans Health,,2021-02-18,2553
Veterans Health,,2021-02-19,2165
Veterans Health,,2021-02-20,2323
Veterans Health,,2021-02-21,2479
Veterans Health,,2021-02-22,2083
Veterans Health,,2021-02-23,2027
Veterans Health,,2021-02-24,1911
Veterans Health,,2021-02-25,1828
Veterans Health,,2021-02-26,1852
Veterans Health,,2021-02-27,1876
Veterans Health,,2021-02-28,1717
Veterans Health,,2021-03-01,2059
Veterans Health,,2021-03-02,1998
Veterans Health,,2021-03-03,1981
Veterans Health,,2021-03-04,1954
Veterans Health,,2021-03-05,2135
Veterans Health,,2021-03-06,1952
Veterans Health,,2021-03-07,1950
Veterans Health,,2021-03-08,1918
Veterans Health,,2021-03-09,1841
Veterans Health,,2021-03-10,1729
Veterans Health,,2021-03-11,1610
Veterans Health,,2021-03-12,1499
Veterans Health,,2021-03-13,1499
Veterans Health,,2021-03-14,1499
Veterans Health,,2021-03-15,1388
Veterans Health,,2021-03-16,1273
Veterans Health,,2021-03-17,1212
Veterans Health,,2021-03-18,1158
Veterans Health,,2021-03-19,1118
Veterans Health,,2021-03-20,1115
Veterans Health,,2021-03-21,1114
Veterans Health,,2021-03-22,1105
Veterans Health,,2021-03-23,1100
Veterans Health,,2021-03-24,1087
Veterans Health,,2021-03-25,1079
Veterans Health,,2021-03-26,1071
Veterans Health,,2021-03-27,1072
Veterans Health,,2021-03-28,1073
Veterans Health,,2021-03-29,1028
Veterans Health,,2021-03-30,1023
Veterans Health,,2021-03-31,1080
Veterans Health,,2021-04-01,1280
Veterans Health,,2021-04-02,1555
Veterans Health,,2021-04-03,1554
Veterans Health,,2021-04-04,1553
Veterans Health,,2021-04-05,1929
Veterans Health,,2021-04-06,2363
Veterans Health,,2021-04-07,2874
Veterans Health,,2021-04-08,3328
Veterans Health,,2021-04-09,3710
Veterans Health,,2021-04-10,3716
Veterans Health,,2021-04-11,3715
Veterans Health,,2021-04-12,4176
Veterans Health,,2021-04-13,4713
Veterans Health,,2021-04-14,5088
Veterans Health,,2021-04-15,5422
Veterans Health,,2021-04-16,5764
Veterans Health,,2021-04-17,5782
Veterans Health,,2021-04-18,5783
Veterans Health,,2021-04-19,5829
Veterans Health,,2021-04-20,5835
Veterans Health,,2021-04-21,5944
Veterans Health,,2021-04-22,6028
Veterans Health,,2021-04-23,5931
Veterans Health,,2021-04-24,5999
Veterans Health,,2021-04-25,5998
Veterans Health,,2021-04-26,5925
Veterans Health,,2021-04-27,5882
Veterans Health,,2021-04-28,5740
Veterans Health,,2021-04-29,5601
Veterans Health,,2021-04-30,5490
Veterans Health,,2021-05-01,5500
Veterans Health,,2021-05-02,5500
Veterans Health,,2021-05-03,5381
Veterans Health,,2021-05-04,5230
Veterans Health,,2021-05-05,5170
Veterans Health,,2021-05-06,4988
Veterans Health,,2021-05-07,4892
Veterans Health,,2021-05-08,4791
Veterans Health,,2021-05-09,4791
Veterans Health,,2021-05-10,4823
Veterans Health,,2021-05-11,4694
Veterans Health,,2021-05-12,4598
Veterans Health,,2021-05-13,4587
Veterans Health,,2021-05-14,4544
Veterans Health,,2021-05-15,4546
Veterans Health,,2021-05-16,4547
Veterans Health,,2021-05-17,5301
Veterans Health,,2021-05-18,4486
Veterans Health,,2021-05-19,4480
Veterans Health,,2021-05-20,4470
Veterans Health,,2021-05-21,4524
Veterans Health,,2021-05-22,4551
Veterans Health,,2021-05-23,5395
Veterans Health,,2021-05-24,4529
Veterans Health,,2021-05-25,5349
Veterans Health,,2021-05-26,5251
Veterans Health,,2021-05-27,4690
Veterans Health,,2021-05-28,4161
Veterans Health,,2021-05-29,4517
Veterans Health,,2021-05-30,4057
Veterans Health,,2021-05-31,3302
Veterans Health,,2021-06-01,3127
Veterans Health,,2021-06-02,3019
Veterans Health,,2021-06-03,3356
Veterans Health,,2021-06-04,3666
Veterans Health,,2021-06-05,3291
Veterans Health,,2021-06-06,2910
Veterans Health,,2021-06-07,3509
Veterans Health,,2021-06-08,3503
Veterans Health,,2021-06-09,3448
Veterans Health,,2021-06-10,3410
Veterans Health,,2021-06-11,3316
Veterans Health,,2021-06-12,3313
Veterans Health,,2021-06-13,3309
Veterans Health,,2021-06-14,3189
Veterans Health,,2021-06-15,3083
Veterans Health,,2021-06-16,2666
Veterans Health,,2021-06-17,2287
Veterans Health,,2021-06-18,1992
Veterans Health,,2021-06-19,2290
Veterans Health,,2021-06-20,2596
Veterans Health,,2021-06-21,2423
Veterans Health,,2021-06-22,2211
Veterans Health,,2021-06-23,2278
Veterans Health,,2021-06-24,2345
Veterans Health,,2021-06-25,2413
Veterans Health,,2021-06-26,2480
Veterans Health,,2021-06-27,2547
Veterans Health,,2021-06-28,2615
Veterans Health,,2021-06-29,2509
Veterans Health,,2021-06-30,2403
Veterans Health,,2021-07-01,2297
Veterans Health,,2021-07-02,2191
Veterans Health,,2021-07-03,2085
Veterans Health,,2021-07-04,1979
Veterans Health,,2021-07-05,1873
Veterans Health,,2021-07-06,1917
Veterans Health,,2021-07-07,1961
Veterans Health,,2021-07-08,2005
Veterans Health,,2021-07-09,2049
Veterans Health,,2021-07-10,2092
Veterans Health,,2021-07-11,2136
Veterans Health,,2021-07-12,2180
Veterans Health,,2021-07-13,2262
Veterans Health,,2021-07-14,2344
Veterans Health,,2021-07-15,2426
Veterans Health,,2021-07-16,2509
Veterans Health,,2021-07-17,2591
Veterans Health,,2021-07-18,2673
Veterans Health,,2021-07-19,2755
Veterans Health,,2021-07-20,2766
Veterans Health,,2021-07-21,2776
Veterans Health,,2021-07-22,2787
Veterans Health,,2021-07-23,2797
Veterans Health,,2021-07-24,2807
Veterans Health,,2021-07-25,2818
Veterans Health,,2021-07-26,2828
Veterans Health,,2021-07-27,2787
Veterans Health,,2021-07-28,2745
Veterans Health,,2021-07-29,2704
Veterans Health,,2021-07-30,2662
Veterans Health,,2021-07-31,2621
Veterans Health,,2021-08-01,2579
Veterans Health,,2021-08-02,2538
Veterans Health,,2021-08-03,2468
Veterans Health,,2021-08-04,2398
Veterans Health,,2021-08-05,2328
Veterans Health,,2021-08-06,2258
Veterans Health,,2021-08-07,2188
Veterans Health,,2021-08-08,2118
Veterans Health,,2021-08-09,2048
Veterans Health,,2021-08-10,2080
Veterans Health,,2021-08-11,2113
Veterans Health,,2021-08-12,2145
Veterans Health,,2021-08-13,2177
Veterans Health,,2021-08-14,2210
Veterans Health,,2021-08-15,2242
Veterans Health,,2021-08-16,2275
Veterans Health,,2021-08-17,2278
Veterans Health,,2021-08-18,2281
Veterans Health,,2021-08-19,2284
Veterans Health,,2021-08-20,2288
Veterans Health,,2021-08-21,2291
Veterans Health,,2021-08-22,2294
Veterans Health,,2021-08-23,2297
Veterans Health,,2021-08-24,2266
Veterans Health,,2021-08-25,2236
Veterans Health,,2021-08-26,2205
Veterans Health,,2021-08-27,2174
Veterans Health,,2021-08-28,2143
Veterans Health,,2021-08-29,2112
Veterans Health,,2021-08-30,2081
Veterans Health,,2021-08-31,1911
Veterans Health,,2021-09-01,1740
Veterans Health,,2021-09-02,1570
Veterans Health,,2021-09-03,1399
Veterans Health,,2021-09-04,1228
Veterans Health,,2021-09-05,1058
Veterans Health,,2021-09-06,887
Veterans Health,,2021-09-07,776
Veterans Health,,2021-09-08,665
Veterans Health,,2021-09-09,553
Veterans Health,,2021-09-10,442
Veterans Health,,2021-09-11,331
Veterans Health,,2021-09-12,219
Veterans Health,,2021-09-13,108
Veterans Health,,2021-09-14,508
Veterans Health,,2021-09-15,907
Veterans Health,,2021-09-16,1307
Veterans Health,,2021-09-17,1707
Veterans Health,,2021-09-18,2107
Veterans Health,,2021-09-19,2506
Veterans Health,,2021-09-20,2906
Veterans Health,,2021-09-21,3479
Veterans Health,,2021-09-22,4052
Veterans Health,,2021-09-23,4626
Veterans Health,,2021-09-24,5199
Veterans Health,,2021-09-25,5772
Veterans Health,,2021-09-26,6345
Veterans Health,,2021-09-27,6919
Veterans Health,,2021-09-28,7075
Veterans Health,,2021-09-29,7232
Veterans Health,,2021-09-30,7389
Veterans Health,,2021-10-01,7545
