Entity,Code,Day,Daily doses administered (7-day rolling average)
Alabama,,2020-01-13,5906
Alabama,,2020-01-14,7083
Alabama,,2020-01-15,7478
Alabama,,2020-01-16,7498
Alabama,,2020-01-17,7509
Alabama,,2020-01-18,7517
Alabama,,2020-01-19,7523
Alabama,,2020-01-20,7880
Alabama,,2020-01-21,10517
Alabama,,2020-01-22,14107
Alabama,,2020-01-23,16202
Alabama,,2020-01-24,18294
Alabama,,2020-01-25,18196
Alabama,,2020-01-26,17738
Alabama,,2020-01-27,18178
Alabama,,2020-01-28,16153
Alabama,,2020-01-29,14514
Alabama,,2020-01-30,17271
Alabama,,2020-01-31,15748
Alabama,,2020-02-01,15381
Alabama,,2020-02-02,16703
Alabama,,2020-02-03,17414
Alabama,,2020-02-04,18491
Alabama,,2020-02-05,18526
Alabama,,2020-02-06,16105
Alabama,,2020-02-07,15480
Alabama,,2020-02-08,15622
Alabama,,2020-02-09,17012
Alabama,,2020-02-10,18209
Alabama,,2020-02-11,19258
Alabama,,2020-02-12,20074
Alabama,,2020-02-13,20855
Alabama,,2020-02-14,21417
Alabama,,2020-02-15,22405
Alabama,,2020-02-16,20816
Alabama,,2020-02-17,19174
Alabama,,2020-02-18,18400
Alabama,,2020-02-19,24002
Alabama,,2020-02-20,25111
Alabama,,2020-02-21,25194
Alabama,,2020-02-22,24164
Alabama,,2020-02-23,25489
Alabama,,2020-02-24,27098
Alabama,,2020-02-25,27531
Alabama,,2020-02-26,22104
Alabama,,2020-02-27,22022
Alabama,,2020-02-28,21984
Alabama,,2020-02-29,22111
Alabama,,2020-03-01,22436
Alabama,,2020-03-02,22904
Alabama,,2020-03-03,23916
Alabama,,2020-03-04,24388
Alabama,,2020-03-05,24087
Alabama,,2020-03-06,23947
Alabama,,2020-03-07,24040
Alabama,,2020-03-08,24118
Alabama,,2020-03-09,24827
Alabama,,2020-03-10,25376
Alabama,,2020-03-11,26375
Alabama,,2020-03-12,26935
Alabama,,2020-03-13,26926
Alabama,,2020-03-14,27106
Alabama,,2020-03-15,27331
Alabama,,2020-03-16,27167
Alabama,,2020-03-17,25752
Alabama,,2020-03-18,25356
Alabama,,2020-03-19,24649
Alabama,,2020-03-20,24865
Alabama,,2020-03-21,24693
Alabama,,2020-03-22,25307
Alabama,,2020-03-23,25490
Alabama,,2020-03-24,27004
Alabama,,2020-03-25,26387
Alabama,,2020-03-26,26439
Alabama,,2020-03-27,26634
Alabama,,2020-03-28,26759
Alabama,,2020-03-29,26885
Alabama,,2020-03-30,26617
Alabama,,2020-03-31,27555
Alabama,,2020-04-01,28865
Alabama,,2020-04-02,28769
Alabama,,2020-04-03,28533
Alabama,,2020-04-04,28325
Alabama,,2020-04-05,28468
Alabama,,2020-04-06,29498
Alabama,,2020-04-07,29195
Alabama,,2020-04-08,29696
Alabama,,2020-04-09,31155
Alabama,,2020-04-10,31967
Alabama,,2020-04-11,32519
Alabama,,2020-04-12,32914
Alabama,,2020-04-13,33381
Alabama,,2020-04-14,33007
Alabama,,2020-04-15,32034
Alabama,,2020-04-16,30766
Alabama,,2020-04-17,29953
Alabama,,2020-04-18,29296
Alabama,,2020-04-19,28635
Alabama,,2020-04-20,27377
Alabama,,2020-04-21,26702
Alabama,,2020-04-22,26294
Alabama,,2020-04-23,25832
Alabama,,2020-04-24,25590
Alabama,,2020-04-25,25809
Alabama,,2020-04-26,24561
Alabama,,2020-04-27,23898
Alabama,,2020-04-28,23662
Alabama,,2020-04-29,23076
Alabama,,2020-04-30,22271
Alabama,,2020-05-01,21615
Alabama,,2020-05-02,21299
Alabama,,2020-05-03,20711
Alabama,,2020-05-04,20444
Alabama,,2020-05-05,16178
Alabama,,2020-05-06,19313
Alabama,,2020-05-07,20088
Alabama,,2020-05-08,20784
Alabama,,2020-05-09,20899
Alabama,,2020-05-10,18461
Alabama,,2020-05-11,17244
Alabama,,2020-05-12,22667
Alabama,,2020-05-13,19034
Alabama,,2020-05-14,17613
Alabama,,2020-05-15,16843
Alabama,,2020-05-16,16077
Alabama,,2020-05-17,18807
Alabama,,2020-05-18,16353
Alabama,,2020-05-19,15330
Alabama,,2020-05-20,12271
Alabama,,2020-05-21,11621
Alabama,,2020-05-22,13689
Alabama,,2020-05-23,13704
Alabama,,2020-05-24,12970
Alabama,,2020-05-25,13786
Alabama,,2020-05-26,9747
Alabama,,2020-05-27,10188
Alabama,,2020-05-28,8268
Alabama,,2020-05-29,5646
Alabama,,2020-05-30,5683
Alabama,,2020-05-31,3704
Alabama,,2020-06-01,3239
Alabama,,2020-06-02,2615
Alabama,,2020-06-03,2280
Alabama,,2020-06-04,1770
Alabama,,2020-06-05,1943
Alabama,,2020-06-06,2079
Alabama,,2020-06-07,2080
Alabama,,2020-06-08,2172
Alabama,,2020-06-09,5508
Alabama,,2020-06-10,6526
Alabama,,2020-06-11,10318
Alabama,,2020-06-12,11370
Alabama,,2020-06-13,13099
Alabama,,2020-06-14,13261
Alabama,,2020-06-15,14474
Alabama,,2020-06-16,27005
Alabama,,2020-06-17,25126
Alabama,,2020-06-18,24302
Alabama,,2020-06-19,23935
Alabama,,2020-06-20,22477
Alabama,,2020-06-21,23099
Alabama,,2020-06-22,22442
Alabama,,2020-06-23,7919
Alabama,,2020-06-24,7804
Alabama,,2020-06-25,5983
Alabama,,2020-06-26,6848
Alabama,,2020-06-27,8024
Alabama,,2020-06-28,8365
Alabama,,2020-06-29,7387
Alabama,,2020-06-30,8098
Alabama,,2020-07-01,8095
Alabama,,2020-07-02,9263
Alabama,,2020-07-03,7416
Alabama,,2020-07-04,6512
Alabama,,2020-07-05,6066
Alabama,,2020-07-06,6533
Alabama,,2020-07-07,5299
Alabama,,2020-07-08,6138
Alabama,,2020-07-09,4703
Alabama,,2020-07-10,5711
Alabama,,2020-07-11,4974
Alabama,,2020-07-12,5999
Alabama,,2020-07-13,5452
Alabama,,2020-07-14,6524
Alabama,,2020-07-15,6642
Alabama,,2020-07-16,5766
Alabama,,2020-07-17,5850
Alabama,,2020-07-18,6658
Alabama,,2020-07-19,5286
Alabama,,2020-07-20,7309
Alabama,,2020-07-21,6640
Alabama,,2020-07-22,5687
Alabama,,2020-07-23,7004
Alabama,,2020-07-24,7656
Alabama,,2020-07-25,8403
Alabama,,2020-07-26,8999
Alabama,,2020-07-27,10285
Alabama,,2020-07-28,9048
Alabama,,2020-07-29,13131
Alabama,,2020-07-30,11839
Alabama,,2020-07-31,12483
Alabama,,2020-08-01,10929
Alabama,,2020-08-02,14341
Alabama,,2020-08-03,12655
Alabama,,2020-08-04,13301
Alabama,,2020-08-05,13458
Alabama,,2020-08-06,16042
Alabama,,2020-08-07,13663
Alabama,,2020-08-08,15512
Alabama,,2020-08-09,13748
Alabama,,2020-08-10,12408
Alabama,,2020-08-11,13944
Alabama,,2020-08-12,11871
Alabama,,2020-08-13,9995
Alabama,,2020-08-14,13252
Alabama,,2020-08-15,14773
Alabama,,2020-08-16,13883
Alabama,,2020-08-17,15110
Alabama,,2020-08-18,15604
Alabama,,2020-08-19,17784
Alabama,,2020-08-20,19583
Alabama,,2020-08-21,17685
Alabama,,2020-08-22,18217
Alabama,,2020-08-23,19312
Alabama,,2020-08-24,18264
Alabama,,2020-08-25,18661
Alabama,,2020-08-26,22298
Alabama,,2020-08-27,23765
Alabama,,2020-08-28,25900
Alabama,,2020-08-29,24211
Alabama,,2020-08-30,24699
Alabama,,2020-08-31,24661
Alabama,,2020-09-01,24273
Alabama,,2020-09-02,19104
Alabama,,2020-09-03,19534
Alabama,,2020-09-04,17362
Alabama,,2020-09-05,16486
Alabama,,2020-09-06,14495
Alabama,,2020-09-07,16185
Alabama,,2020-09-08,13915
Alabama,,2020-09-09,15621
Alabama,,2020-09-10,11805
Alabama,,2020-09-11,13502
Alabama,,2020-09-12,13309
Alabama,,2020-09-13,13117
Alabama,,2020-09-14,12798
Alabama,,2020-09-15,14739
Alabama,,2020-09-16,13666
Alabama,,2020-09-17,13521
Alabama,,2020-09-18,13110
Alabama,,2020-09-19,13467
Alabama,,2020-09-20,14455
Alabama,,2020-09-21,13959
Alabama,,2020-09-22,11848
Alabama,,2020-09-23,9407
Alabama,,2020-09-24,12063
Alabama,,2020-09-25,11464
Alabama,,2020-09-26,11207
Alabama,,2020-09-27,11482
Alabama,,2020-09-28,10615
Alabama,,2020-09-29,12950
Alabama,,2020-09-30,12213
Alabama,,2020-10-01,10431
Alabama,,2020-10-02,11389
Alabama,,2020-10-03,12178
Alabama,,2020-10-04,10470
Alabama,,2020-10-05,11500
Alabama,,2020-10-06,10200
Alabama,,2020-10-07,12874
Alabama,,2020-10-08,12248
Alabama,,2020-10-09,10555
Alabama,,2020-10-10,9810
Alabama,,2020-10-11,10399
Alabama,,2020-10-12,9344
Alabama,,2020-10-13,9374
Alabama,,2020-10-14,7567
Alabama,,2020-10-15,8299
Alabama,,2020-10-16,9191
Alabama,,2020-10-17,8804
Alabama,,2020-10-18,8127
Alabama,,2020-10-19,8968
Alabama,,2020-10-20,9029
Alabama,,2020-10-21,9226
Alabama,,2020-10-22,10252
Alabama,,2020-10-23,8961
Alabama,,2020-10-24,9136
Alabama,,2020-10-25,9345
Alabama,,2020-10-26,11756
Alabama,,2020-10-27,13482
Alabama,,2020-10-28,14997
Alabama,,2020-10-29,15237
Alabama,,2020-10-30,15520
Alabama,,2020-10-31,15857
Alabama,,2020-11-01,15764
Alabama,,2020-11-02,15306
Alabama,,2020-11-03,14124
Alabama,,2020-11-04,13148
Alabama,,2020-11-05,11039
Alabama,,2020-11-06,12293
Alabama,,2020-11-07,12389
Alabama,,2020-11-08,12146
Alabama,,2020-11-09,11767
Alabama,,2020-11-10,10202
Alabama,,2020-11-11,8684
Alabama,,2020-11-12,9606
Alabama,,2020-11-13,12277
Alabama,,2020-11-14,12179
Alabama,,2020-11-15,12435
Alabama,,2020-11-16,11822
Alabama,,2020-11-17,15450
Alabama,,2020-11-18,16085
Alabama,,2020-11-19,18294
Alabama,,2020-11-20,14173
Alabama,,2020-11-21,14043
Alabama,,2020-11-22,15493
Alabama,,2020-11-23,16222
Alabama,,2020-11-24,13285
Alabama,,2020-11-25,13342
Alabama,,2020-11-26,10664
Alabama,,2020-11-27,10771
Alabama,,2020-11-28,10573
Alabama,,2020-11-29,10309
Alabama,,2020-11-30,9745
Alabama,,2020-12-01,10077
Alabama,,2020-12-02,13661
Alabama,,2020-12-03,13911
Alabama,,2020-12-04,16280
Alabama,,2020-12-05,17078
Alabama,,2020-12-06,16575
Alabama,,2020-12-07,16242
Alabama,,2020-12-08,15809
Alabama,,2020-12-09,14696
Alabama,,2020-12-10,15825
Alabama,,2020-12-11,13187
Alabama,,2020-12-12,12592
Alabama,,2020-12-13,12955
Alabama,,2020-12-14,12461
Alabama,,2020-12-15,12246
Alabama,,2020-12-16,11333
Alabama,,2020-12-17,10925
Alabama,,2020-12-18,10850
Alabama,,2020-12-19,10521
Alabama,,2020-12-20,9946
Alabama,,2020-12-21,10162
Alabama,,2020-12-22,11966
Alabama,,2020-12-23,10848
Alabama,,2020-12-24,10315
Alabama,,2020-12-25,11100
Alabama,,2020-12-26,11665
Alabama,,2020-12-27,12304
Alabama,,2020-12-28,10989
Alabama,,2020-12-29,10702
Alabama,,2020-12-30,10722
Alabama,,2020-12-31,10742
Alabama,,2021-01-01,10762
Alabama,,2021-01-02,10782
Alabama,,2021-01-03,10478
Alabama,,2021-01-04,10508
Alabama,,2021-01-05,10216
Alabama,,2021-01-06,10761
Alabama,,2021-01-07,11075
Alabama,,2021-01-08,10685
Alabama,,2021-01-09,10694
Alabama,,2021-01-10,9863
Alabama,,2021-01-11,11391
Alabama,,2021-01-12,10884
Alabama,,2021-01-13,12112
Alabama,,2021-01-14,11767
Alabama,,2021-01-15,11336
Alabama,,2021-01-16,10506
Alabama,,2021-01-17,10516
Alabama,,2021-01-18,9616
Alabama,,2021-01-19,8518
Alabama,,2021-01-20,8041
Alabama,,2021-01-21,6550
Alabama,,2021-01-22,13957
Alabama,,2021-01-23,13515
Alabama,,2021-01-24,14113
Alabama,,2021-01-25,14940
Alabama,,2021-01-26,14830
Alabama,,2021-01-27,13706
Alabama,,2021-01-28,13907
Alabama,,2021-01-29,6833
Alabama,,2021-01-30,7091
Alabama,,2021-01-31,6413
Alabama,,2021-02-01,5139
Alabama,,2021-02-02,5712
Alabama,,2021-02-03,4903
Alabama,,2021-02-04,5439
Alabama,,2021-02-05,4933
Alabama,,2021-02-06,4811
Alabama,,2021-02-07,5200
Alabama,,2021-02-08,5211
Alabama,,2021-02-09,4544
Alabama,,2021-02-10,4770
Alabama,,2021-02-11,4724
Alabama,,2021-02-12,4357
Alabama,,2021-02-13,4363
Alabama,,2021-02-14,4360
Alabama,,2021-02-15,3812
Alabama,,2021-02-16,8113
Alabama,,2021-02-17,7446
Alabama,,2021-02-18,6894
Alabama,,2021-02-19,7397
Alabama,,2021-02-20,7662
Alabama,,2021-02-21,7318
Alabama,,2021-02-22,7251
Alabama,,2021-02-23,3306
Alabama,,2021-02-24,3366
Alabama,,2021-02-25,3689
Alabama,,2021-02-26,3350
Alabama,,2021-02-27,3011
Alabama,,2021-02-28,2519
Alabama,,2021-03-01,3145
Alabama,,2021-03-02,2993
Alabama,,2021-03-03,3008
Alabama,,2021-03-04,2945
Alabama,,2021-03-05,2606
Alabama,,2021-03-06,2534
Alabama,,2021-03-07,2463
Alabama,,2021-03-08,2083
Alabama,,2021-03-09,2320
Alabama,,2021-03-10,2165
Alabama,,2021-03-11,2130
Alabama,,2021-03-12,2252
Alabama,,2021-03-13,2184
Alabama,,2021-03-14,2324
Alabama,,2021-03-15,2386
Alabama,,2021-03-16,2087
Alabama,,2021-03-17,2050
Alabama,,2021-03-18,1955
Alabama,,2021-03-19,2068
Alabama,,2021-03-20,1973
Alabama,,2021-03-21,1722
Alabama,,2021-03-22,1583
Alabama,,2021-03-23,1556
Alabama,,2021-03-24,1522
Alabama,,2021-03-25,1526
Alabama,,2021-03-26,1291
Alabama,,2021-03-27,1177
Alabama,,2021-03-28,1658
Alabama,,2021-03-29,1650
Alabama,,2021-03-30,1974
Alabama,,2021-03-31,2199
Alabama,,2021-04-01,2565
Alabama,,2021-04-02,2699
Alabama,,2021-04-03,3125
Alabama,,2021-04-04,3230
Alabama,,2021-04-05,3272
Alabama,,2021-04-06,3662
Alabama,,2021-04-07,3848
Alabama,,2021-04-08,3885
Alabama,,2021-04-09,3755
Alabama,,2021-04-10,3756
Alabama,,2021-04-11,3866
Alabama,,2021-04-12,4249
Alabama,,2021-04-13,3936
Alabama,,2021-04-14,4057
Alabama,,2021-04-15,4330
Alabama,,2021-04-16,5288
Alabama,,2021-04-17,5328
Alabama,,2021-04-18,4796
Alabama,,2021-04-19,4527
Alabama,,2021-04-20,4948
Alabama,,2021-04-21,4741
Alabama,,2021-04-22,4409
Alabama,,2021-04-23,3452
Alabama,,2021-04-24,3503
Alabama,,2021-04-25,3339
Alabama,,2021-04-26,3284
Alabama,,2021-04-27,2740
Alabama,,2021-04-28,2682
Alabama,,2021-04-29,2571
Alabama,,2021-04-30,3219
Alabama,,2021-05-01,2861
Alabama,,2021-05-02,2869
Alabama,,2021-05-03,2934
Alabama,,2021-05-04,2883
Alabama,,2021-05-05,2817
Alabama,,2021-05-06,2299
Alabama,,2021-05-07,1647
Alabama,,2021-05-08,1487
Alabama,,2021-05-09,2709
Alabama,,2021-05-10,2742
Alabama,,2021-05-11,2647
Alabama,,2021-05-12,2681
Alabama,,2021-05-13,3206
Alabama,,2021-05-14,3210
Alabama,,2021-05-15,3977
Alabama,,2021-05-16,2892
Alabama,,2021-05-17,2887
Alabama,,2021-05-18,2968
Alabama,,2021-05-19,2914
Alabama,,2021-05-20,2904
Alabama,,2021-05-21,3389
Alabama,,2021-05-22,2954
Alabama,,2021-05-23,3004
Alabama,,2021-05-24,3032
Alabama,,2021-05-25,3063
Alabama,,2021-05-26,3168
Alabama,,2021-05-27,2864
Alabama,,2021-05-28,2586
Alabama,,2021-05-29,2473
Alabama,,2021-05-30,2485
Alabama,,2021-05-31,2630
Alabama,,2021-06-01,2436
Alabama,,2021-06-02,2346
Alabama,,2021-06-03,2606
Alabama,,2021-06-04,2806
Alabama,,2021-06-05,2857
Alabama,,2021-06-06,2637
Alabama,,2021-06-07,2806
Alabama,,2021-06-08,2542
Alabama,,2021-06-09,2428
Alabama,,2021-06-10,2425
Alabama,,2021-06-11,2421
Alabama,,2021-06-12,2394
Alabama,,2021-06-13,2533
Alabama,,2021-06-14,2070
Alabama,,2021-06-15,2336
Alabama,,2021-06-16,2009
Alabama,,2021-06-17,1602
Alabama,,2021-06-18,1255
Alabama,,2021-06-19,1079
Alabama,,2021-06-20,1009
Alabama,,2021-06-21,771
Alabama,,2021-06-22,485
Alabama,,2021-06-23,485
Alabama,,2021-06-24,485
Alabama,,2021-06-25,485
Alabama,,2021-06-26,485
Alabama,,2021-06-27,485
Alabama,,2021-06-28,485
Alabama,,2021-06-29,678
Alabama,,2021-06-30,870
Alabama,,2021-07-01,1063
Alabama,,2021-07-02,1256
Alabama,,2021-07-03,1449
Alabama,,2021-07-04,1642
Alabama,,2021-07-05,1834
Alabama,,2021-07-06,1914
Alabama,,2021-07-07,1993
Alabama,,2021-07-08,2073
Alabama,,2021-07-09,2152
Alabama,,2021-07-10,2231
Alabama,,2021-07-11,2311
Alabama,,2021-07-12,2390
Alabama,,2021-07-13,2563
Alabama,,2021-07-14,2736
Alabama,,2021-07-15,2908
Alabama,,2021-07-16,3081
Alabama,,2021-07-17,3254
Alabama,,2021-07-18,3426
Alabama,,2021-07-19,3599
Alabama,,2021-07-20,3594
Alabama,,2021-07-21,3588
Alabama,,2021-07-22,3583
Alabama,,2021-07-23,3578
Alabama,,2021-07-24,3572
Alabama,,2021-07-25,3567
Alabama,,2021-07-26,3562
Alabama,,2021-07-27,3481
Alabama,,2021-07-28,3401
Alabama,,2021-07-29,3320
Alabama,,2021-07-30,3240
Alabama,,2021-07-31,3160
Alabama,,2021-08-01,3079
Alabama,,2021-08-02,2999
Alabama,,2021-08-03,2895
Alabama,,2021-08-04,2791
Alabama,,2021-08-05,2687
Alabama,,2021-08-06,2583
Alabama,,2021-08-07,2479
Alabama,,2021-08-08,2374
Alabama,,2021-08-09,2270
Alabama,,2021-08-10,2211
Alabama,,2021-08-11,2152
Alabama,,2021-08-12,2093
Alabama,,2021-08-13,2034
Alabama,,2021-08-14,1975
Alabama,,2021-08-15,1916
Alabama,,2021-08-16,1857
Alabama,,2021-08-17,1823
Alabama,,2021-08-18,1789
Alabama,,2021-08-19,1755
Alabama,,2021-08-20,1720
Alabama,,2021-08-21,1686
Alabama,,2021-08-22,1652
Alabama,,2021-08-23,1618
Alabama,,2021-08-24,1593
Alabama,,2021-08-25,1569
Alabama,,2021-08-26,1544
Alabama,,2021-08-27,1520
Alabama,,2021-08-28,1495
Alabama,,2021-08-29,1471
Alabama,,2021-08-30,1446
Alabama,,2021-08-31,1371
Alabama,,2021-09-01,1295
Alabama,,2021-09-02,1219
Alabama,,2021-09-03,1144
Alabama,,2021-09-04,1068
Alabama,,2021-09-05,993
Alabama,,2021-09-06,917
Alabama,,2021-09-07,1025
Alabama,,2021-09-08,1133
Alabama,,2021-09-09,1242
Alabama,,2021-09-10,1350
Alabama,,2021-09-11,1458
Alabama,,2021-09-12,1566
Alabama,,2021-09-13,1674
Alabama,,2021-09-14,1757
Alabama,,2021-09-15,1840
Alabama,,2021-09-16,1923
Alabama,,2021-09-17,2006
Alabama,,2021-09-18,2089
Alabama,,2021-09-19,2172
Alabama,,2021-09-20,2255
Alabama,,2021-09-21,2303
Alabama,,2021-09-22,2351
Alabama,,2021-09-23,2398
Alabama,,2021-09-24,2446
Alabama,,2021-09-25,2493
Alabama,,2021-09-26,2541
Alabama,,2021-09-27,2589
Alabama,,2021-09-28,2609
Alabama,,2021-09-29,2629
Alabama,,2021-09-30,2649
Alabama,,2021-10-01,2669
Alabama,,2021-10-02,2689
Alabama,,2021-10-03,2709
Alabama,,2021-10-04,2730
Alabama,,2021-10-05,2718
Alabama,,2021-10-06,2707
Alabama,,2021-10-07,2695
Alabama,,2021-10-08,2684
Alabama,,2021-10-09,2672
Alabama,,2021-10-10,2661
Alabama,,2021-10-11,2649
Alabama,,2021-10-12,2716
Alabama,,2021-10-13,2782
Alabama,,2021-10-14,2849
Alabama,,2021-10-15,2915
Alabama,,2021-10-16,2981
Alabama,,2021-10-17,3048
Alabama,,2021-10-18,3114
Alabama,,2021-10-19,3110
Alabama,,2021-10-20,3106
Alabama,,2021-10-21,3102
Alabama,,2021-10-22,3099
Alabama,,2021-10-23,3095
Alabama,,2021-10-24,3091
Alabama,,2021-10-25,3087
Alabama,,2021-10-26,3143
Alabama,,2021-10-27,3199
Alabama,,2021-10-28,3255
Alabama,,2021-10-29,3311
Alabama,,2021-10-30,3367
Alabama,,2021-10-31,3423
Alabama,,2021-11-01,3479
Alabama,,2021-11-02,3354
Alabama,,2021-11-03,3229
Alabama,,2021-11-04,3104
Alabama,,2021-11-05,2979
Alabama,,2021-11-06,2854
Alabama,,2021-11-07,2729
Alabama,,2021-11-08,2604
Alabama,,2021-11-09,2543
Alabama,,2021-11-10,2483
Alabama,,2021-11-11,2422
Alabama,,2021-11-12,2361
Alabama,,2021-11-13,2300
Alabama,,2021-11-14,2240
Alabama,,2021-11-15,2179
Alabama,,2021-11-16,2154
Alabama,,2021-11-17,2129
Alabama,,2021-11-18,2104
Alabama,,2021-11-19,2079
Alabama,,2021-11-20,2054
Alabama,,2021-11-21,2029
Alabama,,2021-11-22,2004
Alabama,,2021-11-23,3939
Alabama,,2021-11-24,5873
Alabama,,2021-11-25,7808
Alabama,,2021-11-26,9742
Alabama,,2021-11-27,11677
Alabama,,2021-11-28,13611
Alabama,,2021-11-29,15546
Alabama,,2021-11-30,13615
Alabama,,2021-12-01,11684
Alabama,,2021-12-02,9754
Alabama,,2021-12-03,7823
Alabama,,2021-12-04,5892
Alabama,,2021-12-05,3962
Alabama,,2021-12-06,2031
Alabama,,2021-12-07,2082
Alabama,,2021-12-08,2133
Alabama,,2021-12-09,2184
Alabama,,2021-12-10,2235
Alabama,,2021-12-11,2286
Alabama,,2021-12-12,2337
Alabama,,2021-12-13,2388
Alabama,,2021-12-14,2341
Alabama,,2021-12-15,2293
Alabama,,2021-12-16,2246
Alabama,,2021-12-17,2199
Alabama,,2021-12-18,2151
Alabama,,2021-12-19,2104
Alabama,,2021-12-20,2057
Alabama,,2021-12-21,1974
Alabama,,2021-12-22,1892
Alabama,,2021-12-23,1809
Alabama,,2021-12-24,1727
Alabama,,2021-12-25,1644
Alabama,,2021-12-26,1561
Alabama,,2021-12-27,1479
Alabama,,2021-12-28,1439
Alabama,,2021-12-29,1398
Alabama,,2021-12-30,1358
Alabama,,2021-12-31,1318
Alabama,,2022-01-01,1278
Alabama,,2022-01-02,1237
Alabama,,2022-01-03,1197
Alabama,,2022-01-04,1228
Alabama,,2022-01-05,1258
Alabama,,2022-01-06,1289
Alabama,,2022-01-07,1320
Alabama,,2022-01-08,1350
Alabama,,2022-01-09,1381
Alabama,,2022-01-10,1412
Alabama,,2022-01-11,1403
Alabama,,2022-01-12,1394
Alabama,,2022-01-13,1385
Alabama,,2022-01-14,1376
Alabama,,2022-01-15,1368
Alabama,,2022-01-16,1359
Alabama,,2022-01-17,1350
Alabama,,2022-01-18,1305
Alabama,,2022-01-19,1260
Alabama,,2022-01-20,1215
Alabama,,2022-01-21,1170
Alabama,,2022-01-22,1126
Alabama,,2022-01-23,1081
Alabama,,2022-01-24,1036
Alabama,,2022-01-25,1029
Alabama,,2022-01-26,1022
Alabama,,2022-01-27,1016
Alabama,,2022-01-28,1009
Alabama,,2022-01-29,1002
Alabama,,2022-01-30,996
Alabama,,2022-01-31,989
Alabama,,2022-02-01,943
Alabama,,2022-02-02,897
Alabama,,2022-02-03,851
Alabama,,2022-02-04,804
Alabama,,2022-02-05,758
Alabama,,2022-02-06,712
Alabama,,2022-02-07,666
Alabama,,2022-02-08,666
Alabama,,2022-02-09,665
Alabama,,2022-02-10,665
Alabama,,2022-02-11,665
Alabama,,2022-02-12,665
Alabama,,2022-02-13,664
Alabama,,2022-02-14,664
Alabama,,2022-02-15,640
Alabama,,2022-02-16,615
Alabama,,2022-02-17,591
Alabama,,2022-02-18,566
Alabama,,2022-02-19,542
Alabama,,2022-02-20,517
Alabama,,2022-02-21,493
Alabama,,2022-02-22,501
Alabama,,2022-02-23,510
Alabama,,2022-02-24,518
Alabama,,2022-02-25,527
Alabama,,2022-02-26,536
Alabama,,2022-02-27,544
Alabama,,2022-02-28,553
Alabama,,2022-03-01,540
Alabama,,2022-03-02,527
Alabama,,2022-03-03,514
Alabama,,2022-03-04,502
Alabama,,2022-03-05,489
Alabama,,2022-03-06,476
Alabama,,2022-03-07,463
Alabama,,2022-03-08,464
Alabama,,2022-03-09,465
Alabama,,2022-03-10,466
Alabama,,2022-03-11,467
Alabama,,2022-03-12,469
Alabama,,2022-03-13,470
Alabama,,2022-03-14,471
Alabama,,2022-03-15,464
Alabama,,2022-03-16,458
Alabama,,2022-03-17,451
Alabama,,2022-03-18,444
Alabama,,2022-03-19,438
Alabama,,2022-03-20,431
Alabama,,2022-03-21,425
Alabama,,2022-03-22,429
Alabama,,2022-03-23,434
Alabama,,2022-03-24,438
Alabama,,2022-03-25,443
Alabama,,2022-03-26,447
Alabama,,2022-03-27,452
Alabama,,2022-03-28,456
Alabama,,2022-03-29,443
Alabama,,2022-03-30,430
Alabama,,2022-03-31,416
Alabama,,2022-04-01,403
Alabama,,2022-04-02,390
Alabama,,2022-04-03,377
Alabama,,2022-04-04,363
Alabama,,2022-04-05,355
Alabama,,2022-04-06,346
Alabama,,2022-04-07,337
Alabama,,2022-04-08,329
Alabama,,2022-04-09,320
Alabama,,2022-04-10,312
Alabama,,2022-04-11,303
Alabama,,2022-04-12,314
Alabama,,2022-04-13,325
Alabama,,2022-04-14,336
Alabama,,2022-04-15,347
Alabama,,2022-04-16,358
Alabama,,2022-04-17,369
Alabama,,2022-04-18,379
Alabama,,2022-04-19,389
Alabama,,2022-04-20,400
Alabama,,2022-04-21,410
Alabama,,2022-04-22,420
Alabama,,2022-04-23,430
Alabama,,2022-04-24,440
Alabama,,2022-04-25,450
Alabama,,2022-04-26,449
Alabama,,2022-04-27,449
Alabama,,2022-04-28,448
Alabama,,2022-04-29,447
Alabama,,2022-04-30,447
Alabama,,2022-05-01,446
Alabama,,2022-05-02,446
Alabama,,2022-05-03,457
Alabama,,2022-05-04,468
Alabama,,2022-05-05,478
Alabama,,2022-05-06,489
Alabama,,2022-05-07,500
Alabama,,2022-05-08,511
Alabama,,2022-05-09,522
Alaska,,2020-01-13,2842
Alaska,,2020-01-14,3379
Alaska,,2020-01-15,4400
Alaska,,2020-01-16,4381
Alaska,,2020-01-17,4369
Alaska,,2020-01-18,4362
Alaska,,2020-01-19,4356
Alaska,,2020-01-20,4230
Alaska,,2020-01-21,4187
Alaska,,2020-01-22,4580
Alaska,,2020-01-23,4997
Alaska,,2020-01-24,5225
Alaska,,2020-01-25,5003
Alaska,,2020-01-26,4545
Alaska,,2020-01-27,4758
Alaska,,2020-01-28,4850
Alaska,,2020-01-29,4186
Alaska,,2020-01-30,3846
Alaska,,2020-01-31,3619
Alaska,,2020-02-01,3570
Alaska,,2020-02-02,3613
Alaska,,2020-02-03,3453
Alaska,,2020-02-04,3440
Alaska,,2020-02-05,3372
Alaska,,2020-02-06,3411
Alaska,,2020-02-07,3785
Alaska,,2020-02-08,4131
Alaska,,2020-02-09,4204
Alaska,,2020-02-10,4356
Alaska,,2020-02-11,4620
Alaska,,2020-02-12,4776
Alaska,,2020-02-13,5142
